"","species","les","Length","Diet.Class.1","Diet.Class.2","Diet.Class.3","Home.Range","Schooling","Level","Activity","period","depth.group","haul","total","vul","resilience","mean.tmp","min.tmp","max.tmp","range.tmp"
"4491","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","S","247",36,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4492","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","M","2",46,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4493","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","M","80",1,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4494","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","M","104",14,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4495","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","M","175",5,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4496","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","S","186",22,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4497","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","M","1",15,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4498","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","D","226",1,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4499","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","M","246",13,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4500","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","M","18",22,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4501","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","M","65",6,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4502","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","M","56",1,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4503","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","S","53",5,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4504","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","M","260",3,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4505","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","S","248",7,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4506","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","S","103",41,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4507","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","M","199",86,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4508","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","M","192",20,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4509","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","D","185",1,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4510","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","M","213",21,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4511","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","M","21",56,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4512","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","M","286",14,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4513","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","D","88",44,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4514","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","M","19",39,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4515","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","D","177",4,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4516","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","M","52",1,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4517","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","M","271",9,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4518","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","S","241",6,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4519","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","M","55",3,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4520","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","D","23",42,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4521","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","S","274",13,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4522","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","S","131",32,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4523","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","D","89",15,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4524","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","M","72",6,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4525","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","M","63",19,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4526","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","M","36",26,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4527","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","S","222",1,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4528","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","S","229",12,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4529","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","M","30",17,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4530","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","M","24",192,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4531","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","D","91",15,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4532","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","M","49",6,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4533","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","M","232",19,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4534","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","M","249",4,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4535","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","D","34",4,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4536","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","M","197",4,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4537","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","M","267",1,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4538","Oblada melanura",0,"34","Z","C","","W","M","H","D","2008-12","M","104",1,34,"medium",20.1177371657408,0.340000003576279,32.0900001525879,26.2369995117188
"4539","Oblada melanura",0,"34","Z","C","","W","M","H","D","2000","S","45",1,34,"medium",20.1177371657408,0.340000003576279,32.0900001525879,26.2369995117188
"4540","Oblada melanura",0,"34","Z","C","","W","M","H","D","2008-12","S","243",1,34,"medium",20.1177371657408,0.340000003576279,32.0900001525879,26.2369995117188
"4541","Oblada melanura",0,"34","Z","C","","W","M","H","D","2000","M","65",1,34,"medium",20.1177371657408,0.340000003576279,32.0900001525879,26.2369995117188
"4542","Oblada melanura",0,"34","Z","C","","W","M","H","D","2008-12","S","103",3,34,"medium",20.1177371657408,0.340000003576279,32.0900001525879,26.2369995117188
"4543","Oblada melanura",0,"34","Z","C","","W","M","H","D","2000","S","6",1,34,"medium",20.1177371657408,0.340000003576279,32.0900001525879,26.2369995117188
"4544","Oblada melanura",0,"34","Z","C","","W","M","H","D","2000","M","57",1,34,"medium",20.1177371657408,0.340000003576279,32.0900001525879,26.2369995117188
"4545","Oblada melanura",0,"34","Z","C","","W","M","H","D","2000","S","56",5,34,"medium",20.1177371657408,0.340000003576279,32.0900001525879,26.2369995117188
"4546","Ophidion barbatum",0,"25","C","","","S","S","B","D","2008-12","D","142",1,32,"high",20.8565458376946,-1.61000001430511,33.7150001525879,27.6299991607666
"4547","Ophidion barbatum",0,"25","C","","","S","S","B","D","2008-12","S","92",1,32,"high",20.8565458376946,-1.61000001430511,33.7150001525879,27.6299991607666
"4548","Ophidion barbatum",0,"25","C","","","S","S","B","D","2008-12","M","15",1,32,"high",20.8565458376946,-1.61000001430511,33.7150001525879,27.6299991607666
"4549","Ophidion barbatum",0,"25","C","","","S","S","B","D","2008-12","M","24",1,32,"high",20.8565458376946,-1.61000001430511,33.7150001525879,27.6299991607666
"4550","Ophidion barbatum",0,"25","C","","","S","S","B","D","2008-12","D","91",1,32,"high",20.8565458376946,-1.61000001430511,33.7150001525879,27.6299991607666
"4551","Ophidion barbatum",0,"25","C","","","S","S","B","D","2008-12","D","189",1,32,"high",20.8565458376946,-1.61000001430511,33.7150001525879,27.6299991607666
"4552","Ophidion barbatum",0,"25","C","","","S","S","B","D","2008-12","D","227",1,32,"high",20.8565458376946,-1.61000001430511,33.7150001525879,27.6299991607666
"4553","Ophidion barbatum",0,"25","C","","","S","S","B","D","2000","M","43",1,32,"high",20.8565458376946,-1.61000001430511,33.7150001525879,27.6299991607666
"4554","Ophidion barbatum",0,"25","C","","","S","S","B","D","2008-12","D","124",1,32,"high",20.8565458376946,-1.61000001430511,33.7150001525879,27.6299991607666
"4555","Ophidion barbatum",0,"25","C","","","S","S","B","D","2008-12","D","261",1,32,"high",20.8565458376946,-1.61000001430511,33.7150001525879,27.6299991607666
"4556","Ophidion barbatum",0,"25","C","","","S","S","B","D","2008-12","D","20",6,32,"high",20.8565458376946,-1.61000001430511,33.7150001525879,27.6299991607666
"4557","Ophidion barbatum",0,"25","C","","","S","S","B","D","1990-4","D","265",1,32,"high",20.8565458376946,-1.61000001430511,33.7150001525879,27.6299991607666
"4558","Ophidion barbatum",0,"25","C","","","S","S","B","D","2008-12","D","177",5,32,"high",20.8565458376946,-1.61000001430511,33.7150001525879,27.6299991607666
"4559","Ophidion barbatum",0,"25","C","","","S","S","B","D","2008-12","M","272",4,32,"high",20.8565458376946,-1.61000001430511,33.7150001525879,27.6299991607666
"4560","Ophidion barbatum",0,"25","C","","","S","S","B","D","1990-4","S","224",1,32,"high",20.8565458376946,-1.61000001430511,33.7150001525879,27.6299991607666
"4561","Ophidion barbatum",0,"25","C","","","S","S","B","D","2008-12","D","17",4,32,"high",20.8565458376946,-1.61000001430511,33.7150001525879,27.6299991607666
"4562","Ophidion barbatum",0,"25","C","","","S","S","B","D","2008-12","D","81",1,32,"high",20.8565458376946,-1.61000001430511,33.7150001525879,27.6299991607666
"4563","Ophidion barbatum",0,"25","C","","","S","S","B","D","2008-12","D","10",1,32,"high",20.8565458376946,-1.61000001430511,33.7150001525879,27.6299991607666
"4564","Ophidion barbatum",0,"25","C","","","S","S","B","D","2008-12","D","155",1,32,"high",20.8565458376946,-1.61000001430511,33.7150001525879,27.6299991607666
"4565","Ophidion barbatum",0,"25","C","","","S","S","B","D","2008-12","M","199",2,32,"high",20.8565458376946,-1.61000001430511,33.7150001525879,27.6299991607666
"4566","Ophidion barbatum",0,"25","C","","","S","S","B","D","2008-12","M","80",1,32,"high",20.8565458376946,-1.61000001430511,33.7150001525879,27.6299991607666
"4567","Ophidion barbatum",0,"25","C","","","S","S","B","D","1990-4","S","288",1,32,"high",20.8565458376946,-1.61000001430511,33.7150001525879,27.6299991607666
"4568","Ophidion barbatum",0,"25","C","","","S","S","B","D","2008-12","D","125",1,32,"high",20.8565458376946,-1.61000001430511,33.7150001525879,27.6299991607666
"4569","Ophidion barbatum",0,"25","C","","","S","S","B","D","2008-12","M","254",1,32,"high",20.8565458376946,-1.61000001430511,33.7150001525879,27.6299991607666
"4570","Ophidion barbatum",0,"25","C","","","S","S","B","D","2008-12","M","192",1,32,"high",20.8565458376946,-1.61000001430511,33.7150001525879,27.6299991607666
"4571","Ophidion barbatum",0,"25","C","","","S","S","B","D","2008-12","D","251",2,32,"high",20.8565458376946,-1.61000001430511,33.7150001525879,27.6299991607666
"4572","Ophidion barbatum",0,"25","C","","","S","S","B","D","2008-12","M","1",3,32,"high",20.8565458376946,-1.61000001430511,33.7150001525879,27.6299991607666
"4573","Ophidion barbatum",0,"25","C","","","S","S","B","D","1990-4","D","177",3,32,"high",20.8565458376946,-1.61000001430511,33.7150001525879,27.6299991607666
"4574","Ophidion barbatum",0,"25","C","","","S","S","B","D","2008-12","D","255",3,32,"high",20.8565458376946,-1.61000001430511,33.7150001525879,27.6299991607666
"4575","Ophidion barbatum",0,"25","C","","","S","S","B","D","2008-12","S","86",1,32,"high",20.8565458376946,-1.61000001430511,33.7150001525879,27.6299991607666
"4576","Ophidion barbatum",0,"25","C","","","S","S","B","D","2008-12","M","284",4,32,"high",20.8565458376946,-1.61000001430511,33.7150001525879,27.6299991607666
"4577","Ophidion barbatum",0,"25","C","","","S","S","B","D","2008-12","D","138",5,32,"high",20.8565458376946,-1.61000001430511,33.7150001525879,27.6299991607666
"4578","Ophidion barbatum",0,"25","C","","","S","S","B","D","2008-12","D","268",1,32,"high",20.8565458376946,-1.61000001430511,33.7150001525879,27.6299991607666
"4579","Ophidion barbatum",0,"25","C","","","S","S","B","D","2008-12","M","193",1,32,"high",20.8565458376946,-1.61000001430511,33.7150001525879,27.6299991607666
"4580","Ophidion barbatum",0,"25","C","","","S","S","B","D","2008-12","D","14",2,32,"high",20.8565458376946,-1.61000001430511,33.7150001525879,27.6299991607666
"4581","Ophidion barbatum",0,"25","C","","","S","S","B","D","2008-12","M","84",2,32,"high",20.8565458376946,-1.61000001430511,33.7150001525879,27.6299991607666
"4582","Ophidion barbatum",0,"25","C","","","S","S","B","D","2008-12","D","88",1,32,"high",20.8565458376946,-1.61000001430511,33.7150001525879,27.6299991607666
"4583","Ophidion barbatum",0,"25","C","","","S","S","B","D","2008-12","D","195",1,32,"high",20.8565458376946,-1.61000001430511,33.7150001525879,27.6299991607666
"4584","Ophidion barbatum",0,"25","C","","","S","S","B","D","2008-12","D","128",1,32,"high",20.8565458376946,-1.61000001430511,33.7150001525879,27.6299991607666
"4585","Ophidion barbatum",0,"25","C","","","S","S","B","D","2008-12","D","27",4,32,"high",20.8565458376946,-1.61000001430511,33.7150001525879,27.6299991607666
"4586","Ophidion barbatum",0,"25","C","","","S","S","B","D","2008-12","M","198",1,32,"high",20.8565458376946,-1.61000001430511,33.7150001525879,27.6299991607666
"4587","Ophidion barbatum",0,"25","C","","","S","S","B","D","1990-4","D","244",1,32,"high",20.8565458376946,-1.61000001430511,33.7150001525879,27.6299991607666
"4588","Ophidion barbatum",0,"25","C","","","S","S","B","D","2008-12","M","161",1,32,"high",20.8565458376946,-1.61000001430511,33.7150001525879,27.6299991607666
"4589","Ophidion barbatum",0,"25","C","","","S","S","B","D","2008-12","S","162",1,32,"high",20.8565458376946,-1.61000001430511,33.7150001525879,27.6299991607666
"4590","Ophidion barbatum",0,"25","C","","","S","S","B","D","2008-12","D","23",5,32,"high",20.8565458376946,-1.61000001430511,33.7150001525879,27.6299991607666
"4591","Ophidion barbatum",0,"25","C","","","S","S","B","D","2000","S","56",1,32,"high",20.8565458376946,-1.61000001430511,33.7150001525879,27.6299991607666
"4592","Ophidion barbatum",0,"25","C","","","S","S","B","D","2008-12","M","273",4,32,"high",20.8565458376946,-1.61000001430511,33.7150001525879,27.6299991607666
"4593","Ophidion barbatum",0,"25","C","","","S","S","B","D","2008-12","M","42",1,32,"high",20.8565458376946,-1.61000001430511,33.7150001525879,27.6299991607666
"4594","Ophidion barbatum",0,"25","C","","","S","S","B","D","2008-12","D","34",5,32,"high",20.8565458376946,-1.61000001430511,33.7150001525879,27.6299991607666
"4595","Ophidion barbatum",0,"25","C","","","S","S","B","D","1990-4","D","284",1,32,"high",20.8565458376946,-1.61000001430511,33.7150001525879,27.6299991607666
