%Date	Daily Average Bottom Temperaure C (deg)-26 m. depth
2015 04 19 00 00 00	19.33
2015 04 20 00 00 00	19.17
2015 04 21 00 00 00	19.02
2015 04 22 00 00 00	19.98
2015 04 23 00 00 00	20.15
2015 04 24 00 00 00	19.96
2015 04 25 00 00 00	19.68
2015 04 26 00 00 00	19.24
2015 04 27 00 00 00	19.97
2015 04 28 00 00 00	19.10
2015 04 29 00 00 00	18.86
2015 04 30 00 00 00	18.67
2015 05 01 00 00 00	18.53
2015 05 02 00 00 00	18.93
2015 05 03 00 00 00	19.26
2015 05 04 00 00 00	19.33
2015 05 05 00 00 00	19.50
2015 05 06 00 00 00	19.52
2015 05 07 00 00 00	19.47
2015 05 08 00 00 00	19.74
2015 05 09 00 00 00	20.24
2015 05 10 00 00 00	21.58
2015 05 11 00 00 00	22.16
2015 05 12 00 00 00	21.84
2015 05 13 00 00 00	21.41
2015 05 14 00 00 00	20.67
2015 05 15 00 00 00	21.37
2015 05 16 00 00 00	21.25
2015 05 17 00 00 00	20.02
2015 05 18 00 00 00	19.88
2015 05 19 00 00 00	19.84
2015 05 20 00 00 00	20.80
2015 05 21 00 00 00	20.97
2015 05 22 00 00 00	21.39
2015 05 23 00 00 00	22.72
2015 05 24 00 00 00	23.02
2015 05 25 00 00 00	22.50
2015 05 26 00 00 00	21.57
2015 05 27 00 00 00	21.42
2015 05 28 00 00 00	20.61
2015 05 29 00 00 00	22.12
2015 05 30 00 00 00	23.74
2015 05 31 00 00 00	24.20
2015 06 01 00 00 00	23.01
2015 06 02 00 00 00	23.88
2015 06 03 00 00 00	23.83
2015 06 04 00 00 00	24.15
2015 06 05 00 00 00	24.34
2015 06 06 00 00 00	23.63
2015 06 07 00 00 00	23.99
2015 06 08 00 00 00	22.76
2015 06 09 00 00 00	22.25
2015 06 10 00 00 00	22.27
2015 06 11 00 00 00	22.03
2015 06 12 00 00 00	22.25
2015 06 13 00 00 00	22.34
2015 06 14 00 00 00	22.56
2015 06 15 00 00 00	23.35
2015 06 16 00 00 00	24.23
2015 06 17 00 00 00	25.31
2015 06 18 00 00 00	25.95
2015 06 19 00 00 00	25.66
2015 06 20 00 00 00	26.19
2015 06 21 00 00 00	26.12
2015 06 22 00 00 00	26.30
2015 06 23 00 00 00	26.19
2015 06 24 00 00 00	25.85
2015 06 25 00 00 00	26.80
2015 06 26 00 00 00	26.86
2015 06 27 00 00 00	27.40
2015 06 28 00 00 00	27.04
2015 06 29 00 00 00	26.56
2015 06 30 00 00 00	26.39
2015 07 01 00 00 00	26.05
2015 07 02 00 00 00	25.51
2015 07 03 00 00 00	26.22
2015 07 04 00 00 00	25.26
2015 07 05 00 00 00	25.47
2015 07 06 00 00 00	24.94
2015 07 07 00 00 00	25.66
2015 07 08 00 00 00	27.08
2015 07 09 00 00 00	27.88
2015 07 10 00 00 00	27.99
2015 07 11 00 00 00	27.50
2015 07 12 00 00 00	26.66
2015 07 13 00 00 00	26.69
2015 07 14 00 00 00	26.98
2015 07 15 00 00 00	27.19
2015 07 16 00 00 00	27.64
2015 07 17 00 00 00	27.48
2015 07 18 00 00 00	27.17
2015 07 19 00 00 00	27.37
2015 07 20 00 00 00	27.02
2015 07 21 00 00 00	27.02
2015 07 22 00 00 00	26.80
2015 07 23 00 00 00	26.76
2015 07 24 00 00 00	26.64
2015 07 25 00 00 00	25.95
2015 07 26 00 00 00	25.94
2015 07 27 00 00 00	25.91
2015 07 28 00 00 00	26.17
2015 07 29 00 00 00	26.38
2015 07 30 00 00 00	26.63
2015 07 31 00 00 00	27.02
2015 08 01 00 00 00	27.77
2015 08 02 00 00 00	27.79
2015 08 03 00 00 00	27.93
2015 08 04 00 00 00	28.78
2015 08 05 00 00 00	29.27
2015 08 06 00 00 00	29.79
2015 08 07 00 00 00	29.16
2015 08 08 00 00 00	28.23
2015 08 09 00 00 00	27.88
2015 08 10 00 00 00	27.80
2015 08 11 00 00 00	27.70
2015 08 12 00 00 00	26.98
2015 08 13 00 00 00	27.34
2015 08 14 00 00 00	27.56
2015 08 15 00 00 00	27.70
2015 08 16 00 00 00	27.77
2015 08 17 00 00 00	27.12
2015 08 18 00 00 00	26.77
2015 08 19 00 00 00	26.62
2015 08 20 00 00 00	27.04
2015 08 21 00 00 00	27.31
2015 08 22 00 00 00	28.80
2015 08 23 00 00 00	29.83
2015 08 24 00 00 00	30.24
2015 08 25 00 00 00	30.44
2015 08 26 00 00 00	30.64
2015 08 27 00 00 00	30.29
2015 08 28 00 00 00	29.72
2015 08 29 00 00 00	30.21
2015 08 30 00 00 00	29.76
2015 08 31 00 00 00	29.94
2015 09 01 00 00 00	30.55
2015 09 02 00 00 00	30.16
2015 09 03 00 00 00	30.10
2015 09 04 00 00 00	30.21
2015 09 05 00 00 00	30.28
2015 09 06 00 00 00	29.70
2015 09 07 00 00 00	29.22
2015 09 08 00 00 00	28.74
2015 09 09 00 00 00	28.62
2015 09 10 00 00 00	28.65
2015 09 11 00 00 00	28.42
2015 09 12 00 00 00	28.96
2015 09 13 00 00 00	29.64
2015 09 14 00 00 00	29.64
2015 09 15 00 00 00	29.44
2015 09 16 00 00 00	29.56
2015 09 17 00 00 00	29.21
2015 09 18 00 00 00	28.74
2015 09 19 00 00 00	28.13
2015 09 20 00 00 00	27.59
2015 09 21 00 00 00	27.41
2015 09 22 00 00 00	27.71
2015 09 23 00 00 00	27.79
2015 09 24 00 00 00	26.88
2015 09 25 00 00 00	25.99
2015 09 26 00 00 00	24.93
2015 09 27 00 00 00	25.13
2015 09 28 00 00 00	26.15
2015 09 29 00 00 00	26.76
2015 09 30 00 00 00	27.00
2015 10 01 00 00 00	25.20
2015 10 02 00 00 00	25.51
2015 10 03 00 00 00	26.50
2015 10 04 00 00 00	27.95
2015 10 05 00 00 00	28.47
2015 10 06 00 00 00	28.67
2015 10 07 00 00 00	28.26
2015 10 08 00 00 00	28.01
2015 10 09 00 00 00	28.02
2015 10 10 00 00 00	28.29
2015 10 11 00 00 00	28.06
2015 10 12 00 00 00	27.99
2015 10 13 00 00 00	28.18
2015 10 14 00 00 00	27.88
2015 10 15 00 00 00	27.88
2015 10 16 00 00 00	27.82
2015 10 17 00 00 00	27.78
2015 10 18 00 00 00	27.76
2015 10 19 00 00 00	27.77
2015 10 20 00 00 00	27.76
2015 10 21 00 00 00	27.70
2015 10 22 00 00 00	27.56
2015 10 23 00 00 00	27.33
2015 10 24 00 00 00	26.47
2015 10 25 00 00 00	24.47
2015 10 26 00 00 00	25.45
2015 10 27 00 00 00	26.04
2015 10 28 00 00 00	26.15
2015 10 29 00 00 00	26.11
2015 10 30 00 00 00	25.92
2015 10 31 00 00 00	25.91
2015 11 01 00 00 00	25.81
2015 11 02 00 00 00	25.68
2015 11 03 00 00 00	25.08
2015 11 04 00 00 00	24.02
2015 11 05 00 00 00	23.55
2015 11 06 00 00 00	24.20
2015 11 07 00 00 00	24.62
2015 11 08 00 00 00	25.11
2015 11 09 00 00 00	25.23
2015 11 10 00 00 00	25.30
2015 11 11 00 00 00	24.78
2015 11 12 00 00 00	24.72
2015 11 13 00 00 00	24.36
2015 11 14 00 00 00	24.24
2015 11 15 00 00 00	24.08
2015 11 16 00 00 00	24.15
2015 11 17 00 00 00	24.12
2015 11 18 00 00 00	23.71
2015 11 19 00 00 00	24.33
2015 11 20 00 00 00	24.09
2015 11 21 00 00 00	23.96
2015 11 22 00 00 00	23.36
2015 11 23 00 00 00	23.55
2015 11 24 00 00 00	23.58
2015 11 25 00 00 00	23.10
2015 11 26 00 00 00	23.64
2015 11 27 00 00 00	23.15
2015 11 28 00 00 00	22.96
2015 11 29 00 00 00	22.98
2015 11 30 00 00 00	23.36
2015 12 01 00 00 00	22.96
2015 12 02 00 00 00	22.88
2015 12 03 00 00 00	22.74
2015 12 04 00 00 00	22.06
2015 12 05 00 00 00	-1000.00
2015 12 06 00 00 00	21.86
2015 12 07 00 00 00	21.67
2015 12 08 00 00 00	21.77
2015 12 09 00 00 00	21.79
2015 12 10 00 00 00	21.70
2015 12 11 00 00 00	21.41
2015 12 12 00 00 00	21.46
2015 12 13 00 00 00	21.52
2015 12 14 00 00 00	21.26
2015 12 15 00 00 00	21.37
2015 12 16 00 00 00	21.62
2015 12 17 00 00 00	21.33
2015 12 18 00 00 00	20.97
2015 12 19 00 00 00	21.16
2015 12 20 00 00 00	20.84
2015 12 21 00 00 00	20.73
2015 12 22 00 00 00	20.67
2015 12 23 00 00 00	20.72
2015 12 24 00 00 00	20.63
2015 12 25 00 00 00	20.49
2015 12 26 00 00 00	20.52
2015 12 27 00 00 00	20.70
2015 12 28 00 00 00	20.52
2015 12 29 00 00 00	19.97
2015 12 30 00 00 00	19.93
2015 12 31 00 00 00	19.96
2016 01 01 00 00 00	19.52
2016 01 02 00 00 00	-1000.00
2016 01 12 00 00 00	18.73
2016 01 13 00 00 00	18.60
2016 01 14 00 00 00	18.71
2016 01 15 00 00 00	18.80
2016 01 16 00 00 00	-1000.00
2016 01 17 00 00 00	19.19
2016 01 18 00 00 00	18.97
2016 01 19 00 00 00	18.43
2016 01 20 00 00 00	18.36
2016 01 21 00 00 00	18.71
2016 01 22 00 00 00	18.74
2016 01 23 00 00 00	18.76
2016 01 24 00 00 00	18.26
2016 01 25 00 00 00	17.72
2016 01 26 00 00 00	17.62
2016 01 27 00 00 00	17.63
2016 01 28 00 00 00	17.60
2016 01 29 00 00 00	17.51
2016 01 30 00 00 00	17.52
2016 01 31 00 00 00	17.50
2016 02 01 00 00 00	17.77
2016 02 02 00 00 00	17.72
2016 02 03 00 00 00	17.72
2016 02 04 00 00 00	17.82
2016 02 05 00 00 00	18.27
2016 02 06 00 00 00	17.88
2016 02 07 00 00 00	17.66
2016 02 08 00 00 00	17.49
2016 02 09 00 00 00	17.58
2016 02 10 00 00 00	17.74
2016 02 11 00 00 00	17.51
2016 02 12 00 00 00	-1000.00
2016 02 13 00 00 00	-1000.00
2016 02 14 00 00 00	18.36
2016 02 15 00 00 00	17.61
2016 02 16 00 00 00	17.63
2016 02 17 00 00 00	17.70
2016 02 18 00 00 00	17.70
2016 02 19 00 00 00	18.22
2016 02 20 00 00 00	18.04
2016 02 21 00 00 00	18.02
2016 02 22 00 00 00	17.85
2016 02 23 00 00 00	17.78
2016 02 24 00 00 00	17.82
2016 02 25 00 00 00	17.82
2016 02 26 00 00 00	18.30
2016 02 27 00 00 00	18.15
2016 02 28 00 00 00	18.08
2016 02 29 00 00 00	17.78
2016 03 01 00 00 00	17.84
2016 03 02 00 00 00	17.93
2016 03 03 00 00 00	18.41
2016 03 04 00 00 00	18.51
2016 03 05 00 00 00	18.76
2016 03 06 00 00 00	18.26
2016 03 07 00 00 00	18.14
2016 03 08 00 00 00	18.70
2016 03 09 00 00 00	18.53
2016 03 10 00 00 00	18.35
2016 03 11 00 00 00	-1000.00
2016 03 12 00 00 00	-1000.00
2016 03 13 00 00 00	18.16
2016 03 14 00 00 00	18.35
2016 03 15 00 00 00	18.26
2016 03 16 00 00 00	18.15
2016 03 17 00 00 00	18.24
2016 03 18 00 00 00	19.25
2016 03 19 00 00 00	19.38
2016 03 20 00 00 00	19.20
2016 03 21 00 00 00	18.69
2016 03 22 00 00 00	18.90
2016 03 23 00 00 00	18.66
2016 03 24 00 00 00	18.62
2016 03 25 00 00 00	18.86
2016 03 26 00 00 00	19.56
2016 03 27 00 00 00	19.41
2016 03 28 00 00 00	19.06
2016 03 29 00 00 00	18.87
2016 03 30 00 00 00	19.21
2016 03 31 00 00 00	18.93
2016 04 01 00 00 00	18.73
2016 04 02 00 00 00	18.46
2016 04 03 00 00 00	18.35
2016 04 04 00 00 00	18.32
2016 04 05 00 00 00	18.32
2016 04 06 00 00 00	18.31
2016 04 07 00 00 00	18.97
2016 04 08 00 00 00	18.76
2016 04 09 00 00 00	18.28
2016 04 10 00 00 00	18.13
2016 04 11 00 00 00	18.52
2016 04 12 00 00 00	18.62
2016 04 13 00 00 00	19.11
2016 04 14 00 00 00	19.40
2016 04 15 00 00 00	19.61
2016 04 16 00 00 00	19.84
2016 04 17 00 00 00	20.07
2016 04 18 00 00 00	19.86
2016 04 19 00 00 00	19.64
2016 04 20 00 00 00	19.62
2016 04 21 00 00 00	19.82
2016 04 22 00 00 00	19.98
2016 04 23 00 00 00	19.75
2016 04 24 00 00 00	19.70
2016 04 25 00 00 00	19.38
2016 04 26 00 00 00	18.92
2016 04 27 00 00 00	18.80
2016 04 28 00 00 00	19.35
2016 04 29 00 00 00	20.16
2016 04 30 00 00 00	20.28
2016 05 01 00 00 00	20.38
2016 05 02 00 00 00	21.78
2016 05 03 00 00 00	21.82
2016 05 04 00 00 00	21.13
2016 05 05 00 00 00	22.00
2016 05 06 00 00 00	22.58
2016 05 07 00 00 00	22.79
2016 05 08 00 00 00	22.54
2016 05 09 00 00 00	21.94
2016 05 10 00 00 00	21.42
2016 05 11 00 00 00	20.89
2016 05 12 00 00 00	21.64
2016 05 13 00 00 00	22.03
2016 05 14 00 00 00	21.85
2016 05 15 00 00 00	21.34
2016 05 16 00 00 00	20.26
2016 05 17 00 00 00	19.93
2016 05 18 00 00 00	20.48
2016 05 19 00 00 00	20.85
2016 05 20 00 00 00	21.89
2016 05 21 00 00 00	22.42
2016 05 22 00 00 00	22.31
2016 05 23 00 00 00	23.22
2016 05 24 00 00 00	23.30
2016 05 25 00 00 00	23.71
2016 05 26 00 00 00	23.59
2016 05 27 00 00 00	23.92
2016 05 28 00 00 00	24.06
2016 05 29 00 00 00	24.48
2016 05 30 00 00 00	24.28
2016 05 31 00 00 00	23.87
2016 06 01 00 00 00	23.98
2016 06 02 00 00 00	23.63
2016 06 03 00 00 00	23.73
2016 06 04 00 00 00	23.10
2016 06 05 00 00 00	22.69
2016 06 06 00 00 00	22.52
2016 06 07 00 00 00	22.70
2016 06 08 00 00 00	22.54
2016 06 09 00 00 00	22.48
2016 06 10 00 00 00	22.59
2016 06 11 00 00 00	23.03
2016 06 12 00 00 00	23.14
2016 06 13 00 00 00	22.61
2016 06 14 00 00 00	22.32
2016 06 15 00 00 00	22.13
2016 06 16 00 00 00	22.17
2016 06 17 00 00 00	22.67
2016 06 18 00 00 00	22.65
2016 06 19 00 00 00	22.86
2016 06 20 00 00 00	23.09
2016 06 21 00 00 00	23.62
2016 06 22 00 00 00	24.53
2016 06 23 00 00 00	25.77
2016 06 24 00 00 00	26.54
2016 06 25 00 00 00	26.80
2016 06 26 00 00 00	26.98
2016 06 27 00 00 00	27.16
2016 06 28 00 00 00	27.10
2016 06 29 00 00 00	28.16
2016 06 30 00 00 00	28.36
2016 07 01 00 00 00	28.75
2016 07 02 00 00 00	28.61
2016 07 03 00 00 00	28.28
2016 07 04 00 00 00	28.82
2016 07 05 00 00 00	28.49
2016 07 06 00 00 00	28.74
2016 07 07 00 00 00	28.94
2016 07 08 00 00 00	28.49
2016 07 09 00 00 00	28.05
2016 07 10 00 00 00	28.26
2016 07 11 00 00 00	28.37
2016 07 12 00 00 00	28.25
2016 07 13 00 00 00	27.32
2016 07 14 00 00 00	27.72
2016 07 15 00 00 00	26.94
2016 07 16 00 00 00	26.08
2016 07 17 00 00 00	27.06
2016 07 18 00 00 00	27.35
2016 07 19 00 00 00	28.31
2016 07 20 00 00 00	28.54
2016 07 21 00 00 00	28.74
2016 07 22 00 00 00	28.71
2016 07 23 00 00 00	28.89
2016 07 24 00 00 00	29.53
2016 07 25 00 00 00	29.62
2016 07 26 00 00 00	29.61
2016 07 27 00 00 00	28.88
2016 07 28 00 00 00	28.36
2016 07 29 00 00 00	28.80
2016 07 30 00 00 00	29.09
2016 07 31 00 00 00	28.69
2016 08 01 00 00 00	29.04
2016 08 02 00 00 00	28.75
2016 08 03 00 00 00	28.84
2016 08 04 00 00 00	29.30
2016 08 05 00 00 00	29.57
2016 08 06 00 00 00	29.79
2016 08 07 00 00 00	30.07
2016 08 08 00 00 00	29.88
2016 08 09 00 00 00	30.36
2016 08 10 00 00 00	30.08
2016 08 11 00 00 00	30.21
2016 08 12 00 00 00	29.50
2016 08 13 00 00 00	29.43
2016 08 14 00 00 00	29.16
2016 08 15 00 00 00	29.06
2016 08 16 00 00 00	29.14
2016 08 17 00 00 00	29.27
2016 08 18 00 00 00	29.67
2016 08 19 00 00 00	29.86
2016 08 20 00 00 00	30.03
2016 08 21 00 00 00	29.75
2016 08 22 00 00 00	29.08
2016 08 23 00 00 00	28.55
2016 08 24 00 00 00	28.56
2016 08 25 00 00 00	28.52
2016 08 26 00 00 00	28.43
2016 08 27 00 00 00	28.27
2016 08 28 00 00 00	28.06
2016 08 29 00 00 00	28.00
2016 08 30 00 00 00	27.83
2016 08 31 00 00 00	27.61
2016 09 01 00 00 00	27.90
2016 09 02 00 00 00	28.26
2016 09 03 00 00 00	28.93
2016 09 04 00 00 00	29.06
2016 09 05 00 00 00	29.15
2016 09 06 00 00 00	29.22
2016 09 07 00 00 00	29.33
2016 09 08 00 00 00	29.24
2016 09 09 00 00 00	28.94
2016 09 10 00 00 00	28.85
2016 09 11 00 00 00	28.59
2016 09 12 00 00 00	28.29
2016 09 13 00 00 00	27.99
2016 09 14 00 00 00	28.49
2016 09 15 00 00 00	29.24
2016 09 16 00 00 00	29.59
2016 09 17 00 00 00	29.75
2016 09 18 00 00 00	29.33
2016 09 19 00 00 00	29.47
2016 09 20 00 00 00	29.74
2016 09 21 00 00 00	29.26
2016 09 22 00 00 00	28.91
2016 09 23 00 00 00	29.36
2016 09 24 00 00 00	29.06
2016 09 25 00 00 00	28.36
2016 09 26 00 00 00	28.10
2016 09 27 00 00 00	28.33
2016 09 28 00 00 00	28.07
2016 09 29 00 00 00	28.11
2016 09 30 00 00 00	27.80
2016 10 01 00 00 00	27.80
2016 10 02 00 00 00	27.47
2016 10 03 00 00 00	27.27
2016 10 04 00 00 00	27.25
2016 10 05 00 00 00	27.71
2016 10 06 00 00 00	27.77
2016 10 07 00 00 00	27.64
2016 10 08 00 00 00	27.55
2016 10 09 00 00 00	27.68
2016 10 10 00 00 00	28.16
2016 10 11 00 00 00	28.11
2016 10 12 00 00 00	27.46
2016 10 13 00 00 00	27.38
2016 10 14 00 00 00	27.22
2016 10 15 00 00 00	27.32
2016 10 16 00 00 00	27.02
2016 10 17 00 00 00	26.67
2016 10 18 00 00 00	26.60
2016 10 19 00 00 00	26.56
2016 10 20 00 00 00	26.97
2016 10 21 00 00 00	26.63
2016 10 22 00 00 00	26.32
2016 10 23 00 00 00	26.67
2016 10 24 00 00 00	26.83
2016 10 25 00 00 00	26.61
2016 10 26 00 00 00	26.23
2016 10 27 00 00 00	25.93
2016 10 28 00 00 00	26.40
2016 10 29 00 00 00	26.42
2016 10 30 00 00 00	26.31
2016 10 31 00 00 00	26.26
2016 11 01 00 00 00	25.94
2016 11 02 00 00 00	25.45
2016 11 03 00 00 00	25.44
2016 11 04 00 00 00	25.22
2016 11 05 00 00 00	25.06
2016 11 06 00 00 00	25.20
2016 11 07 00 00 00	25.39
2016 11 08 00 00 00	25.07
2016 11 09 00 00 00	24.91
2016 11 10 00 00 00	24.89
2016 11 11 00 00 00	25.26
2016 11 12 00 00 00	25.05
2016 11 13 00 00 00	24.72
2016 11 14 00 00 00	24.60
2016 11 15 00 00 00	24.72
2016 11 16 00 00 00	24.45
2016 11 17 00 00 00	24.23
2016 11 18 00 00 00	24.23
2016 11 19 00 00 00	23.92
2016 11 20 00 00 00	23.74
2016 11 21 00 00 00	23.57
2016 11 22 00 00 00	23.56
2016 11 23 00 00 00	22.99
2016 11 24 00 00 00	22.51
2016 11 25 00 00 00	22.35
2016 11 26 00 00 00	21.44
2016 11 27 00 00 00	21.22
2016 11 28 00 00 00	21.06
2016 11 29 00 00 00	20.92
2016 11 30 00 00 00	20.89
2016 12 01 00 00 00	20.80
2016 12 02 00 00 00	20.81
2016 12 03 00 00 00	20.57
2016 12 04 00 00 00	20.68
2016 12 05 00 00 00	21.10
2016 12 06 00 00 00	21.11
2016 12 07 00 00 00	20.80
2016 12 08 00 00 00	20.92
2016 12 09 00 00 00	20.36
2016 12 10 00 00 00	20.52
2016 12 11 00 00 00	20.59
2016 12 12 00 00 00	20.95
2016 12 13 00 00 00	20.77
2016 12 14 00 00 00	20.24
2016 12 15 00 00 00	19.96
2016 12 16 00 00 00	20.12
2016 12 17 00 00 00	20.37
2016 12 18 00 00 00	20.09
2016 12 19 00 00 00	19.52
2016 12 20 00 00 00	20.22
2016 12 21 00 00 00	20.02
2016 12 22 00 00 00	19.86
2016 12 23 00 00 00	19.65
2016 12 24 00 00 00	19.93
2016 12 25 00 00 00	19.52
2016 12 26 00 00 00	19.21
2016 12 27 00 00 00	18.87
2016 12 28 00 00 00	18.85
2016 12 29 00 00 00	18.95
2016 12 30 00 00 00	19.12
2016 12 31 00 00 00	18.69
2017 01 01 00 00 00	18.74
2017 01 02 00 00 00	18.75
2017 01 03 00 00 00	18.60
2017 01 04 00 00 00	18.59
2017 01 05 00 00 00	18.93
2017 01 06 00 00 00	18.98
2017 01 07 00 00 00	18.80
2017 01 08 00 00 00	18.43
2017 01 09 00 00 00	17.97
2017 01 10 00 00 00	18.07
2017 01 11 00 00 00	18.48
2017 01 12 00 00 00	18.67
2017 01 13 00 00 00	18.64
2017 01 14 00 00 00	18.60
2017 01 15 00 00 00	18.73
2017 01 16 00 00 00	18.27
2017 01 17 00 00 00	18.00
2017 01 18 00 00 00	18.16
2017 01 19 00 00 00	18.08
2017 01 20 00 00 00	18.26
2017 01 21 00 00 00	18.37
2017 01 22 00 00 00	18.45
2017 01 23 00 00 00	18.85
2017 01 24 00 00 00	18.20
2017 01 25 00 00 00	18.31
2017 01 26 00 00 00	18.72
2017 01 27 00 00 00	17.92
2017 01 28 00 00 00	17.27
2017 01 29 00 00 00	17.20
2017 01 30 00 00 00	17.42
2017 01 31 00 00 00	17.42
2017 02 01 00 00 00	17.23
2017 02 02 00 00 00	17.34
2017 02 03 00 00 00	17.40
2017 02 04 00 00 00	17.29
2017 02 05 00 00 00	17.31
2017 02 06 00 00 00	17.50
2017 02 07 00 00 00	17.47
2017 02 08 00 00 00	17.56
2017 02 09 00 00 00	17.65
2017 02 10 00 00 00	17.82
2017 02 11 00 00 00	17.47
2017 02 12 00 00 00	17.50
2017 02 13 00 00 00	17.39
2017 02 14 00 00 00	17.38
2017 02 15 00 00 00	17.16
2017 02 16 00 00 00	17.24
2017 02 17 00 00 00	16.87
2017 02 18 00 00 00	17.39
2017 02 19 00 00 00	17.32
2017 02 20 00 00 00	17.20
2017 02 21 00 00 00	17.50
2017 02 22 00 00 00	17.08
2017 02 23 00 00 00	17.28
2017 02 24 00 00 00	17.19
2017 02 25 00 00 00	17.17
2017 02 26 00 00 00	17.24
2017 02 27 00 00 00	17.34
2017 02 28 00 00 00	17.22
2017 03 01 00 00 00	17.09
2017 03 02 00 00 00	17.41
2017 03 03 00 00 00	17.33
2017 03 04 00 00 00	17.97
2017 03 05 00 00 00	17.98
2017 03 06 00 00 00	17.39
2017 03 07 00 00 00	17.71
2017 03 08 00 00 00	18.08
2017 03 09 00 00 00	17.99
2017 03 10 00 00 00	18.29
2017 03 11 00 00 00	17.76
2017 03 12 00 00 00	17.61
2017 03 13 00 00 00	17.64
2017 03 14 00 00 00	17.75
2017 03 15 00 00 00	18.06
2017 03 16 00 00 00	18.15
2017 03 17 00 00 00	17.85
2017 03 18 00 00 00	17.87
2017 03 19 00 00 00	17.71
2017 03 20 00 00 00	17.98
2017 03 21 00 00 00	17.85
2017 03 22 00 00 00	18.58
2017 03 23 00 00 00	18.67
2017 03 24 00 00 00	18.00
2017 03 25 00 00 00	17.93
2017 03 26 00 00 00	18.00
2017 03 27 00 00 00	18.62
2017 03 28 00 00 00	18.90
2017 03 29 00 00 00	18.68
2017 03 30 00 00 00	18.06
2017 03 31 00 00 00	18.24
2017 04 01 00 00 00	18.94
2017 04 02 00 00 00	18.84
2017 04 03 00 00 00	18.64
2017 04 04 00 00 00	18.63
2017 04 05 00 00 00	18.44
2017 04 06 00 00 00	18.92
2017 04 07 00 00 00	19.05
2017 04 08 00 00 00	19.33
2017 04 09 00 00 00	19.88
2017 04 10 00 00 00	19.51
2017 04 11 00 00 00	18.30
2017 04 12 00 00 00	17.74
2017 04 13 00 00 00	18.26
2017 04 14 00 00 00	18.42
2017 04 15 00 00 00	18.55
2017 04 16 00 00 00	18.98
2017 04 17 00 00 00	19.72
2017 04 18 00 00 00	19.63
2017 04 19 00 00 00	20.42
2017 04 20 00 00 00	19.81
2017 04 21 00 00 00	19.43
2017 04 22 00 00 00	18.98
2017 04 23 00 00 00	18.61
2017 04 24 00 00 00	18.62
2017 04 25 00 00 00	19.55
2017 04 26 00 00 00	18.88
2017 04 27 00 00 00	19.07
2017 04 28 00 00 00	19.53
2017 04 29 00 00 00	20.64
2017 04 30 00 00 00	20.55
2017 05 01 00 00 00	20.99
2017 05 02 00 00 00	21.82
2017 05 03 00 00 00	21.70
2017 05 04 00 00 00	20.60
2017 05 05 00 00 00	20.38
2017 05 06 00 00 00	20.76
2017 05 07 00 00 00	21.52
2017 05 08 00 00 00	21.41
2017 05 09 00 00 00	20.78
2017 05 10 00 00 00	21.02
2017 05 11 00 00 00	21.32
2017 05 12 00 00 00	21.84
2017 05 13 00 00 00	22.26
2017 05 14 00 00 00	22.03
2017 05 15 00 00 00	22.51
2017 05 16 00 00 00	22.94
2017 05 17 00 00 00	22.89
2017 05 18 00 00 00	21.98
2017 05 19 00 00 00	19.89
2017 05 20 00 00 00	20.52
2017 05 21 00 00 00	22.44
2017 05 22 00 00 00	23.28
2017 05 23 00 00 00	23.63
2017 05 24 00 00 00	23.80
2017 05 25 00 00 00	24.28
2017 05 26 00 00 00	23.50
2017 05 27 00 00 00	23.40
2017 05 28 00 00 00	23.24
2017 05 29 00 00 00	23.02
2017 05 30 00 00 00	22.24
2017 05 31 00 00 00	21.37
2017 06 01 00 00 00	20.75
2017 06 02 00 00 00	20.77
2017 06 03 00 00 00	21.89
2017 06 04 00 00 00	22.25
2017 06 05 00 00 00	21.98
2017 06 06 00 00 00	22.22
2017 06 07 00 00 00	22.49
2017 06 08 00 00 00	21.57
2017 06 09 00 00 00	20.76
2017 06 10 00 00 00	20.51
2017 06 11 00 00 00	21.73
2017 06 12 00 00 00	22.40
2017 06 13 00 00 00	23.03
2017 06 14 00 00 00	22.34
2017 06 15 00 00 00	22.16
2017 06 16 00 00 00	22.67
2017 06 17 00 00 00	23.08
2017 06 18 00 00 00	23.96
2017 06 19 00 00 00	24.12
2017 06 20 00 00 00	24.36
2017 06 21 00 00 00	25.93
2017 06 22 00 00 00	26.59
2017 06 23 00 00 00	26.40
2017 06 24 00 00 00	26.02
2017 06 25 00 00 00	26.64
2017 06 26 00 00 00	26.97
2017 06 27 00 00 00	26.92
2017 06 28 00 00 00	26.94
2017 06 29 00 00 00	27.78
2017 06 30 00 00 00	27.77
2017 07 01 00 00 00	28.23
2017 07 02 00 00 00	27.77
2017 07 03 00 00 00	28.21
2017 07 04 00 00 00	28.30
2017 07 05 00 00 00	28.02
2017 07 06 00 00 00	28.84
2017 07 07 00 00 00	28.27
2017 07 08 00 00 00	29.18
2017 07 09 00 00 00	29.11
2017 07 10 00 00 00	29.06
2017 07 11 00 00 00	28.28
2017 07 12 00 00 00	28.76
2017 07 13 00 00 00	28.60
2017 07 14 00 00 00	29.09
2017 07 15 00 00 00	28.29
2017 07 16 00 00 00	29.17
2017 07 17 00 00 00	28.60
2017 07 18 00 00 00	29.37
2017 07 19 00 00 00	28.61
2017 07 20 00 00 00	28.15
2017 07 21 00 00 00	28.43
2017 07 22 00 00 00	-1000.00
2017 07 23 00 00 00	-1000.00
2017 07 24 00 00 00	28.85
2017 07 25 00 00 00	28.77
